branch_code,bic_code_swift,bank_name,bank_branch,bank_branch_address,city,bank_phone,bank_fax
630732,ABSAZAJJ,ABSA,COMMERCIAL BANKING ZULULAND,"5 LIRA LINK, BMA HOUSE GROUND FLOOR, RICHARDSBAY",KWAZULU NATAL,035 901-8700,035 789-7317
630878,ABSAZAJJ,ABSA,COMMERCIAL BPC,"38 - 39 GOLDMAN STREET, , FLORIDA",GAUTENG,"(011), 228-3000","(011),"
630182,ABSAZAJJ,ABSA,COMMERCIAL PROPERTY FINANCE,"WEST COURT SANDOWN VILLAGE, CNR GWEN LANE & MAUDE STREET, SANDOWN","JOHANNESBURG , GAUTENG","(011), 322-5800","(011), 322-5852"
334342,ABSAZAJJ,ABSA,COMMISSIONER BOKSBURG,"KOMMISSARISSTR 287, ,",,"(011), 898-4600","(011), 898-4712"
522705,ABSAZAJJ,ABSA,COMMISSIONERSTRAAT JHB,"SANLAM CENTRE CNR JEPPE & VON WIELLIGH STS, ,",,"(011), 337-1380","(011), 337-2074"
301105,ABSAZAJJ,ABSA,COMMISSIONERSTRAAT*,"PLANTATION HOUSE CNR PRITCHARD ST., ,",,"(011), 337-1380","(011), 337-2074"
630311,ABSAZAJJ,ABSA,CONFIMVABA,"C/O MARKET & MAIN STREET, , CONFIMVABA",EASTERN CAPE,"(TBA ), TBA","(TBA ),"
630954,ABSAZAJJ,ABSA,CONSTANTIA,"SHOP 53 CONSTANTIA VILLAGE, SPAANSCHEMAT VILLAGE, CONSTANTIA","CAPE TOWM, WESTERN CAPE","(021 ), 795-5340","(021 ), 794-1569"
630816,ABSAZAJJ,ABSA,CONSTANTIA KLOOF,"HILLFOX POWER CENTRE SHOP 8 CNR RHINOCEROS, & HENDRIK POTGIETER, CONSTANTIA KLOOF",GAUTENG,"(011), 475-1337","(011), 475-1614"
630434,ABSAZAJJ,ABSA,CORPORATE BLOEMFONTEIN,"ABSA FORUM BUILDING 3RD FLOOR, CNR DONALD MURRAY & ZASTRON STREETS,","BLOEMFONTEIN, FREE STATE","(051 ), 401-0889","(051 ), 401-0538"
630429,ABSAZAJJ,ABSA,CORPORATE CAPE TOWN,"OSWALD PIRROW BUILDING, 10 OSWALD PIRROW STREET, FORESHORE","CAPE TOWN, WESTERN CAPE","(021 ), 415-5100","(021 ), 419-0721"
630494,ABSAZAJJ,ABSA,CORPORATE COASTAL KZN,"4 FROSTERLEY PARK, FROSTERLEY CRESCENT, 17 DYER ROAD, LA LUCIA RIDGE",KWAZULU NATAL,"(031 ), 580-8064","(031 ), 580-8070"
337445,ABSAZAJJ,ABSA,CORPORATE CORNER,"SHOP 34 CORPORATE CORNER SHOPPING CENTRE, 1270 CHURCH ST. COLBYN PRETORIA,",,"(012), 342-1868","(012),"
520545,ABSAZAJJ,ABSA,CORPORATE CORNER HATFIELD,"1102 BURNETT STREET HATFIELD, BURNETTSTRAAT 1122 BROOKLYN,",,"(012), 342-1868","(012), 342-1833"
630435,ABSAZAJJ,ABSA,CORPORATE DURBAN,"4 FROSTERLY CRESCENT, FROSTERLY PARK LA LUCIA RIDGE OFFICE ESTATE, LA LUCIA",KWAZULU - NATAL,"(031 ), 580-8000","(031 ), 566-6605"
630431,ABSAZAJJ,ABSA,CORPORATE EASTGATE,"BRUMA BLOCK D 1 & 2 ND FLOORS, , EASTGATE","JOHANNESBURG, GAUTENG","(011), 621-6000","(011), 616-9809"
630496,ABSAZAJJ,ABSA,CORPORATE KZN CORPORATE ACCS,"4 FROSTERLEY PARK, FROSTERLEY CRESCENT, 177 DYER ROAD, LA LUCIA RDGE",KWAZULU NATAL,"(031 ), 580-8064","(031 ), 580-8070"
630493,ABSAZAJJ,ABSA,CORPORATE KZN MNC ACCOUNTS,"4 FROSTERLEY PARK, FROSTERLEY CRESCENT, 177 DYER ROAD, LA LUCIA RIDGE",KWAZULU NATAL,"(031 ), 580-8064","(031 ), 580-8070"
630495,ABSAZAJJ,ABSA,CORPORATE KZN PUBLIC SECTOR,"4 FROSTERLEY PARK, FROSTERLEY CRESCENT, 177 DYER ROAD, LA LUCIA RIDGE",KWAZULU NATAL,"(031 ), 580-8064","(031 ), 580-8070"
630569,ABSAZAJJ,ABSA,CORPORATE PAYMENT SOLUTION,"VOLKSKAS BUILDING, 230 VAN DER WALT STREET 14 TH FLOOR, PRETORIA",GAUTENG,"(012), 317-3606","(012), 642-6200"
630430,ABSAZAJJ,ABSA,CORPORATE PORT ELIZABETH,"CORPORATE PLACE GROUND FLOOR, 72 RING ROAD, PORT ELIZABETH",PORT ELIZABETH,"(041 ), 396-5500","(041 ), 363-2920"
630932,ABSAZAJJ,ABSA,CORPORATE PORT ELIZABETH,"2ND FLOOR CORPORATE PLACE, 72 RING ROAD, GREENACRES",PORT ELIZABETH,"(031 ), 580-8072","(031 ), 580-8193"
630433,ABSAZAJJ,ABSA,CORPORATE PRETORIA,"32 & 34TH FLOORS VOLKSKAS BUILDING, 230 VAN DER WALT STREET,","PRETORIA, GAUTENG","(012), 310-7000","(012), 320-7615"
630432,ABSAZAJJ,ABSA,CORPORATE SANDTON,"PALAZZO TOWERS WEST 3RD FLOOR, MONTE CASINO BOULEVARD, FOURWAYS",JOHANNESBURG,"(TBA), TBA","(TBA),"
630072,ABSAZAJJ,ABSA,COSMO MALL,"SHOP 38 COSMO CITY, C/O MALIBONGWE DRIVE & DAWN ROAD, RANDBURG",GAUTENG,TBA,TBA
630044,ABSAZAJJ,ABSA,CPF COO,"ABSA TOWERS WEST, 15 TROYE STREET, MARSHALLTOWN","JOHANNESBURG, GAUTENG",011 562-0237,011 562-0237
630439,ABSAZAJJ,ABSA,CPF CREDT COMPLIANCE,"PALAZZO TOWERS WEST, MONTE CASINO BOULEVARD, FOURWAYS","JOHANNESBURG, GAUTENG",TBA,TBA
630440,ABSAZAJJ,ABSA,CPF E/CAPE COMM DEBT LARGE,"TYGERPARK 1ST FLOOR, 4 WILLIE VAN SCHOOR DRIVE, TYGERVALLEY",BELLVILLE,TBA,TBA
630444,ABSAZAJJ,ABSA,CPF E/CAPE COMM DEBT MEDUIM,"TYGERPARK 3RD FLOOR, 4 WILLIE VANSCHOOR DRIVE, TYGERVALLEY",BELLVILLE,TBA,TBA
630075,ABSAZAJJ,ABSA,CPF HEADQUATERS RBB,"ABSA TOWER WEST, 15 TROYE STREET, 4TH FLOOR, JOHANNESBURG",GAUTENG,011 846 1695,TBA
630437,ABSAZAJJ,ABSA,CPF KZN COMM DEBT LARGE,"EMBASSY BUILDING 3RD FLOOR, CNR ALIWAL & SMITH STREETS,","DURBAN, KWA-ZULU NATAL",TBA,TBA
630436,ABSAZAJJ,ABSA,CPF KZN RESIDENTIAL,"FROSTERLY PARK GROUND FLOOR, 4 FROSTERLY CRESENT, LA LUCIA RIDGE","DURBAN NORTH, KWA-ZULU NATAL","(TBA ), TBA","(TBA ),"
630232,ABSAZAJJ,ABSA,CPF MANAGEMENT INFO SYSTEMS,"ABSA TOWERS , MAIN STREET, 4TH FLOOR,","JOHANNESBURG , GAUTENG","(011), 350-2692","(011), 350-3476"
630443,ABSAZAJJ,ABSA,CPF PROP FIN E/C RESIDENT BUS,"CORPORATE PLACE, 72 RING ROAD, GREENACRES","PORT ELIZABETH, EASTERN CAPE",TBA,TBA
630046,ABSAZAJJ,ABSA,CPF SA COVERAGE,"15 TROYE STREET, , MARSHALLTOWN",GAUTENG,011 562-0237,011 562-0237
636405,ABSAZAJJ,ABSA,CPF SECURITIES,"61 GWEN LANE SANDOWNE VILLAGE OFFICE, PARK,",GAUTENG,"(011), 322-5800","(011), 322-5851"
630473,ABSAZAJJ,ABSA,CPF SUBSIDIARIES,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,"(011 ), 350-0143","(011 ),"
630474,ABSAZAJJ,ABSA,CPF SUBSIDIARIES,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,"(011 ), 350-0143","(011 ),"
630475,ABSAZAJJ,ABSA,CPF SUBSIDIARIES HEAD OFFICE,"4TH FLOOR ABSA TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,"(011 ), 350-0143","(011 ),"
630438,ABSAZAJJ,ABSA,CPF W/CAPE COMM DEBT LARGE,"TIJERPARK 3RD FLOOR, 4 WILLIE VAN SCHOOR DRIVE, BELLVILLE",,TBA,TBA
630507,ABSAZAJJ,ABSA,CPF-CIBW,"ABSA TOWERS WEST, 4TH FLOOR, 15 TROY STREET, JOHANNESBURG",GAUTENG,011 350-4953,
631809,ABSAZAJJ,ABSA,CPT AIRPORT DOMESTIC DEPARTURE,"GROUND FLOOR DOMESTIC D/P TERMINAL, CPT INTERNAT AIRPORT,",WESTERN CAPE,"(021 ), 934-0223","(021 ), 935-0582"
630721,ABSAZAJJ,ABSA,CRADLESTONE MALL,"SHOP L48 DESWILMAR AGRICULTURE HOLDNINGS, THE VILLAGE CRADLESTONE MALL,",KRUGERSDORP,"(011 ), TBA","(011 ), TBA"
420018,ABSAZAJJ,ABSA,CRADOCK,"42 ADDERLEYSTREET, CRADOCK,",,"(048 ), 881-3019","(048 ), 881-1156"
334805,ABSAZAJJ,ABSA,CRADOCK AVENUE ROSEBANK,"UNITED BLDG C/O TYRWHITT & ROSEBANK AVENUE, ROSEBANK,",,"(011), 880-1211","(011), 447-3794"
518618,ABSAZAJJ,ABSA,CRADOCK KP,"ADDERLEYSTRAAT 42 CRADOCK, ,",,"(0481 ), 3019 3064/5","(0481 ), 71-1482"
334218,ABSAZAJJ,ABSA,"CRADOCK,K.P.","ADDERLEYSTRAAT 42, ,",,"(0481 X ), 3019 3064/5","(0481 X ), 711156"
334242,ABSAZAJJ,ABSA,CRANBOURNE BENONI,"64 CRANBOURNE AVE, ,",,"(011), 845-1230","(011), 422-2967"
630574,ABSAZAJJ,ABSA,CREDIT LIFE BLZ,"180 COMMISSIONER STREET, , JOHANNESBURG",GAUTENG,011 846-9765,011 350-9294
516805,ABSAZAJJ,ABSA,CRESTA (RANDBURG) TVL,"CRESTA-SENTRUM, H/V D F MALANRYLAAN EN WELTEVR,",,"(011 X), 771-6500","(011 X), 678-1736"
630997,ABSAZAJJ,ABSA,CRESTA EXCLUSIVE,"BEYERS NAUDE DRIVE, LOWER LEVEL CRESTA SHOPPING CENTRE, CRESTA","RANDBURG, GAUTENG","(011), 771-6500","(011), 771-6666"
422405,ABSAZAJJ,ABSA,CRESTA LOWER LEVEL,"CRESTA CENTRE,, C/O DF MALAN DRIVE & WELTEVREDEN ROAD,",,"(011X), 678-5371","(011X), 678-1736"
630426,ABSAZAJJ,ABSA,CROMPTON STREET,"40 CROMPTON STREET, , PINETOWN",KWA-ZULU NATAL,"(031 ), 701-4553","(031 ), 713-8020"
420310,ABSAZAJJ,ABSA,CROSS STREET BELLVILLE,"UNITED BUILDING 32 VOORTREKKER RD, BELLVILLE,",,"(021 ), 917-5100","(021 ), 946-4065"
630349,ABSAZAJJ,ABSA,DAIMOND PAVILLION,"SHOP 88 & 89 DAIMOND PAVILLION, PAVILLION CENTRE C/O, KIMBERLEY",NORTHERN CAPE,"(053), 839-5200","(053), 839-7136"
529226,ABSAZAJJ,ABSA,DAVENPORT,"76 BRAND ROAD, GLENWOOD,",DURBAN - KWAZULU NATAL,"(031 ), 277-3700","(031 ), 277-3738"
630640,ABSAZAJJ,ABSA,DAVEYTON,"DAVEYTON CENTRE SHOP 57, CNR TURNTUN & EISSELEN STREET, DAVEYTON",BENONI,"(011), 424-2904","(011), 424-3109"
334308,ABSAZAJJ,ABSA,"DE AAR,K.P.","VOORTREKKERSTRAAT 35, ,",,"(053), 631-0833","(053), 631-0984"
334207,ABSAZAJJ,ABSA,"DE DOORNS,K.P.","11 VOORTREKKER ROAD, ,",,"(023 ), 356-2108","(023 ), 356-3335"
630527,ABSAZAJJ,ABSA,DEBT COUNSELLING CHQ RESTRUCT,"ABSA BANK LIMITED, 120 FOX STREET, JOHANNESBURG",GAUTENG,011 221-7801,
334139,ABSAZAJJ,ABSA,"DELAREYVILLE,TVL*","GEN. DELAREYSTRAAT 35A, ,",,"(053), 948-0916","(053), 481516"
334244,ABSAZAJJ,ABSA,"DELMAS,TVL*","SAREL CILLIERSSTRAAT 36, ,",,"(013), 665-2161","(013), 665-3400"
501738,ABSAZAJJ,ABSA,DELVER ST KLERKSDORP,"TRUSTBANK-SENTRUM, H/V ANDERSON & DELVERSSTRAAT,",,"(018), 406-1000","(018), 462-9274"
630627,ABSAZAJJ,ABSA,DENDRON,"DENDRON PLAZA, 135 REPUBLIC ROAD, DENDRON",POLOKWANE,"(015), 501-0121","(015), 501-0760"
630686,ABSAZAJJ,ABSA,DENNILTON DEMOUNTABLE,"MOUTSE MALL MAIN ROAD R25, , DENNILTON",GROBLERSDAL,TBA,TBA
335245,ABSAZAJJ,ABSA,DERDEPOORT*,"H/V BAVIAANSPOORTWEG EN BADENH, EAST LYNNE,",,"(012 X), 800-1041-1045","(012 X), 8004762"
334516,ABSAZAJJ,ABSA,DESPATCH KP,"HOOFSTRAAT 32B, DESPATCH,",,"(041 X ), 933-4200","(041 X ), 933-1386"
630696,ABSAZAJJ,ABSA,DEVEREAX LOANS CENTRE,"11 DEVERAEAX AVENUE, , VINCENT",EAST LONDON,TBA,TBA
334232,ABSAZAJJ,ABSA,"DEWETSDORP,O.V.S.","VILJOENSTRAAT 27, ,",,"(051), 541-0151","(051), 541-0170"
630880,ABSAZAJJ,ABSA,DIE BOORD,"DIE BOORD SHOPPING CENTRE, CNR STRAND & SAFFRAAN STREET, STELLENBOSCH",WESTERN CAPE,"(021 ), 809-2311","(021 ), 887-8156"
518445,ABSAZAJJ,ABSA,DIE MEENT PRETORIA,"286 PRETORUIS ST, PRETORIA,",,"(012), 321-3811","(012), 321-2405"
630776,ABSAZAJJ,ABSA,DIEPSLOOT,"TBA, ,",GAUTENG,TBA,TBA
630699,ABSAZAJJ,ABSA,DIGITAL ABSA.CO.ZA OSF,"ABSA TOWERS NORTH, 161 MAIN STREET, JOHANNESBURG",GAUTENG,011 350-3049,011 350-9547
630935,ABSAZAJJ,ABSA,DIGITAL CHANNEL HO,"ABSA TOWERS NORTH 6, 161 MAIN STREET, JOHANNESBURG",GAUTENG,"(011), 350-4000","(011), 350-9547"
630066,ABSAZAJJ,ABSA,DIGITAL INSTANT BUSINESS,"BARCLAYS TOWERS WEST, 15 TROYE STREET, JOHANNESBURG",GAUTENG,071 675-8850,N/A
420155,ABSAZAJJ,ABSA,DOBSONVILLE,"SHOP 30 DOBSONVILLESHOPPING CE, ROODEPOORT ROAD DOBSONVILLE,",,"(011), 988-2983","(011), 988-2510"
630479,ABSAZAJJ,ABSA,DOCUMENT & TRADE ABB CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, GROUND FLOOR, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630481,ABSAZAJJ,ABSA,DOCUMENT & TRADE AFRICA CLIENT,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, GROUND FLOOR, SABDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630478,ABSAZAJJ,ABSA,DOCUMENT & TRADE CIBW CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODUIM GROUND FLOOR, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630480,ABSAZAJJ,ABSA,DOCUMENT & TRADE OTHER CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
335405,ABSAZAJJ,ABSA,DOORNFONTEIN JHB,"H/V BEIT EN HEIGHSTRAAT, DOORNFONTEIN,",,"(011), 4024740/1/2/3","(011), 402-8250"
334303,ABSAZAJJ,ABSA,DOUGLAS,"22 ARNOT STREET DOUGLAS, ,",,"(053), 298-1880","(053), 298-2767"
334537,ABSAZAJJ,ABSA,DRIE RIVIERE VEREENIGING,"BASHEESTRAAT 41, DRIERIVIERE,",,"(016), 423-1112/1116","(016), 423-4001/2582"
334144,ABSAZAJJ,ABSA,DU PLOOY STREET BETHAL,"VOORTREKKER SHOP 21C EEUFEES STREET, ,",,"(017), 647-6312","(017), 647-3596"
334124,ABSAZAJJ,ABSA,"DUNDEE,NTL*","VICTORIA STREET 44, ,",,"(034 ), 212-2151","(034 ), 212-2106"
564242,ABSAZAJJ,ABSA,DUNSWART,"ATLAS ROAD SHOPPING CENTRE, ATLAS ROAD DUNSWART,",,"(011), 918-5325","(011), 918-2078"
624526,ABSAZAJJ,ABSA,DURBAN CHEQUE PROCESSING,", ,",,"(031), 366-7111","(031), 011 497-1176"
630126,ABSAZAJJ,ABSA,DURBAN CITY 8016,"UNITED BLDG 291 SMITH ST, DURBAN,",,"(031 ), 366-9111","(031 ), 306-2050"
630226,ABSAZAJJ,ABSA,DURBAN NORTH 8097,"UNITED BLDG 18 BROADWAY, DURBAN NORTH,",,"(031 ), 563-6911","(031 ), 563-2424/7287"
630526,ABSAZAJJ,ABSA,DURBAN RAC 8070,"UNITED BLDG 291 SMITH ST, DURBAN,",,"(031 X ), 304-1271","(031 X ), 304-0529"
334810,ABSAZAJJ,ABSA,DURBANVILLE*,"CNR OXFORD & WELLINGTON STREETS, H/V MAIN EN WELLINGTONWEG DURB,",,"(021 X ), 976-8100","(021 X ), 976-0041"
630102,ABSAZAJJ,ABSA,DUTOITSPAN RD KIMBERLEY 8029,"66 JONES STREET, KIMBERLEY,",,"(053), 832-2271","(053), 833-5023"
630912,ABSAZAJJ,ABSA,DUTYWA,"SHOP 1-2 CENTRAL SQUARE, , DUTWYA",EASTERN CAPE,TBA,TBA
334121,ABSAZAJJ,ABSA,EAST LONDEN CITY,"CAMBRIDGESTRAAT 35, ,",,"(043 ), 704-2000","(043 ), 743-7436"
630121,ABSAZAJJ,ABSA,EAST LONDON 8017,"UNITED BLDG CNR GLADSTONE & OX, EAST LONDON,",,"(043 ), 704-2000","(043 ), 743-7436"
624421,ABSAZAJJ,ABSA,EAST LONDON CHEQUE PROCESSING,", ,",,,
630783,ABSAZAJJ,ABSA,EAST LONDON LOAN CENTRE,"GROUND FLOOR TERMINUS BUILDING, 2 - 14 TERMINUS, EAST LONDON",EASTERN PROVINCE,TBA,TBA
631442,ABSAZAJJ,ABSA,EAST RAND MALL,"SHOP 105 EAST RAND MALL, RIETFONTEIN ROAD,",GAUTENG,"(011), 823-4020/1","(011), 823-4012"
630742,ABSAZAJJ,ABSA,EAST RAND RAC 8100,"16A CENTRAL AVE KEMPTON PARK, PO BOX 890 KEMPTON PARK,",,"(011 X ), 394-4422","(011 X ), 394-3732"
500234,ABSAZAJJ,ABSA,EASTBURGER BFTN,"UNITED BUILDING CNR MAITLAND STS & FLOREAT MALL, ,",,"(051), 407-0311","(051), 448-8556"
630153,ABSAZAJJ,ABSA,EASTERN CAPE SMME FUND,"ABSA TOWERS WEST, 3RD FLOOR ORANGE, 15 TROYE ORANGE, JOHANNESBURG",GAUTENG,"(011 ), 350-1149","(011 ), N/A"
630132,ABSAZAJJ,ABSA,EASTERN CAPE USAID FUND,"ABSA TOWERS WEST,3RD FLOOR ORANGE, 15 TROYE STREET, JOHANNESBURG",GAUTENG,"(011), 350-1149","(011), 0865849470"
631205,ABSAZAJJ,ABSA,EASTGATE,"SHOP L34A EASTGATE CENTRE, BRADFORD ROAD BEDFORDVIEW,",,"(011), 856-6300","(011), 622-4509"
422205,ABSAZAJJ,ABSA,EASTGATE U33A,"SHOP L34A EASTGATE CENTRE,BRADFORD ROAD, BEDFORDVIEW,",,"(011), 622-2024","(011), 622-4509"
635605,ABSAZAJJ,ABSA,EASTGATE U33A,"SHOP U33A EASTGATE CENTRE, 43 BRADFORD ROAD, BEDFORDVIEW",JOHANNESBURG,"(011), 616-7206","(011), 616-7766"
516705,ABSAZAJJ,ABSA,EASTGATE U77,"CIN VICTORIA & ODENDAAL STREETS, BEDFORDVIEW,",,"(011), 873-8040","(011), 873-3441"
630442,ABSAZAJJ,ABSA,EASTLANDS BOKSBURG EAST 8146,"EASTLANDS OFFICE PARK, CNR. BENTEL AVE & NORTH RAND RD,",,"(011), 823-4020/4100","(011), 823-4011"
335542,ABSAZAJJ,ABSA,EASTLANDS MINI,"EASTLAND OFFICE PARK,CNR BENTEL AVE & NORTH RD, BOKSBURG EAST,",,"(011), 823-4020","(011), 823-4011"
630485,ABSAZAJJ,ABSA,EB ABB CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, GROUND FLOOR, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630483,ABSAZAJJ,ABSA,EB AFRICA CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, GROUND FLOOR, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630484,ABSAZAJJ,ABSA,EB CIBW CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, GROUND FLOOR, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630482,ABSAZAJJ,ABSA,EB OTHER CLIENTS,"15 ALICE LANE, NORTON ROSE BUILDING PODIUM, GROUND FLOOR, SANDTON",GAUTENG,"(011 ), 226-8000","(011 ),"
630285,ABSAZAJJ,ABSA,EBONY PARK,"AMABELE SPAR SHOPPING CENTER, STAND 1606 CNR ACACIA & BLEUGUM, STREETS",EBONY PARK EXT 2 HALFWAY HOUSE,TBA,TBA
630203,ABSAZAJJ,ABSA,EDEN GLEN,"KARAGLEN SHOPPING CENTRE, CNR HARRIS & BAKER AVE, EDENVALE",GAUTENG,"(011), 579-9500","(011), 579-9517"
334332,ABSAZAJJ,ABSA,"EDENBURG,O.V.S.","KERKSTRAAT 4, ,",,"(051), 743-1107","(051), 743-1217"
630155,ABSAZAJJ,ABSA,EDENDALE,"SHOP NO. 102 EDENDALE MALL, CNR EDENDALE MAIN ROAD & MOUNT PARTIDGE ROAD, PIETERMARITZBURG",KWAZULU NATAL,,
630642,ABSAZAJJ,ABSA,EDENVALE 8056,"UNITED BUILDING 54 VAN RIEBEEC, EDENVALE,",,"(011 X), 453 9026/9030","(011 X), 453 0483"
334236,ABSAZAJJ,ABSA,"EDENVILLE,O.V.S.","H/V WESSELS EN HAEFELESTRAAT, ,",,"(056 X), 631-0111","(056 X), 631-0256"
638811,ABSAZAJJ,ABSA,EDGARDALE,"1 PRESS STREET, , CROWN MINES",JOHANNESBURG,"(011 ), TBA","(011 ), TBA"
630633,ABSAZAJJ,ABSA,EERSTE RIVIER,"GRAND CENTRAL CENTRE, SHOP 34 PLEIN STREET, EERSTE RIVIER",WESTERN CAPE,"(021 ), 902-8200","(021 ), 902-8209"
301805,ABSAZAJJ,ABSA,EFFEKTEBEURS*,"VOLKSKAS GEBOU MARKSTR 74 JOHA, 2001,",,"(011), 836-3451/9","(011), 8385362"
630891,ABSAZAJJ,ABSA,EFT CHEQUE ACCOUNTS,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-6986","(011), 895-7821"
420005,ABSAZAJJ,ABSA,ELECTRONIC BANKING DIV. SER.,"TRANSFER TO 632005, JOHANNESBURG,",,"(011), 490-8111","(011), 493-4044"
630729,ABSAZAJJ,ABSA,ELIM,"ERF 12489 & 12, MAIN ROAD, ELIM",LIMPOPO,TBA,TBA
630239,ABSAZAJJ,ABSA,ELUKWANTINI,"NEWPSHOPPING CENTRE SHOP 2, MAIN STREET, ELUKWANTINI","NELSPRUIT , MPUMALANGA","(017), 883-1494","(017), 883-1492"
630621,ABSAZAJJ,ABSA,EMBALENHLE,"EMBALENHLE SHOPPING CENTRE, SHOP 24, EMBALENHLE","EVANDER, MPUMALANGA",TBA,TBA
336045,ABSAZAJJ,ABSA,EMBANKMENT ST CENTURION,"UNITED BLDG 126 HEUWEL STREET, H/V HENRIK VERWOERDRYLAAN & EM,",,"(012), 663-1186","(012), 663-3948"
538226,ABSAZAJJ,ABSA,EMBASSY DURBAN,"H/V SMITH EN ALIWALSTRAAT, DURBAN,",,"(031X ), 37-5310","(031X ), 37-7453"
630249,ABSAZAJJ,ABSA,EMONDLO,"MUNICIPAL BUILDING A635, LOT A635, EMONDLO",KWA-ZULU NATAL,"(034), 933-0028","(034), 933-0071"
511130,ABSAZAJJ,ABSA,"EMPANGENI, NTL","39 MAXWELL STREET, MAXWELLSTRAAT,",,"(0351 ), 925369/70/71","(0351 ), 923407"
334130,ABSAZAJJ,ABSA,"EMPANGENI,NTL","MAXWELLSTRAAT 39, ,",,"(035 ), 792-5369","(035 ), 792-3407"
630731,ABSAZAJJ,ABSA,ENTERPRISE BANKING ZULULAND,"5 LIRA LINK, BMA HOUSE GROUND FLOOR, RICHARDSBAY",KWAZULU NATAL,035 901-8700,035 789-7317
630062,ABSAZAJJ,ABSA,ENTERPRISE DEVELOPMENT,"BARCLAYS TOWERS WEST, 15 TROYE STREET, JOHANNESBRG",GAUTENG,011 350-1133,TBA
560810,ABSAZAJJ,ABSA,EPPING (INDUSTRIA CAPE TOWN),"BLOCK C UNIT 1 VIKING BUSINESS PARK, EPPING INDUSTRIA NO 2,",,"(021 ), 534 - 5257","(021 ), 534 - 5260"
630904,ABSAZAJJ,ABSA,EQUITY CAPITAL MARKETS,"15 ALLICE LANE, , SANDTON",GAUTENG,"(011), 895-7389","(011), 895-7321"
502337,ABSAZAJJ,ABSA,ERIC LOUW ST. VANDERBIJLPARK,"TRUST BANK-SENTRUM, PRESIDENT KRUGERSTRAAT,",,"(016 X), 31-2840/8","(016 X), 33-3082"
504244,ABSAZAJJ,ABSA,ERMELO,"35 JOUBERT ST ERMELO, ,",,"(01781), 91050","(01781), 91876"
420144,ABSAZAJJ,ABSA,ERMELO,"20 DE CLERCQ STREET, ERMELO,",,"(017), 819-2513","(017), 811-3266"
630144,ABSAZAJJ,ABSA,ERMELO 8067,"UNITED BUILDING 20 DE CLERCQ S, ERMELO,",,"(017), 819-2513","(017), 811-3266"
334128,ABSAZAJJ,ABSA,ESCOMBE ST PORT SHEPSTONE,"UNITED BLDG,46 AIKEN STEET, ,",,"(039 ), 682-0108","(039 ), 682-4606"
630593,ABSAZAJJ,ABSA,ESHOWE,"MIKU BUILDING, SHOP 2, 27 OSBORNE ROAD, ESHOWE",KWA ZULU NATAL,"(035 ), 474-5601","(035 ), 474-5604"
630185,ABSAZAJJ,ABSA,ESI KWAWINI,"SHOP 8, ESIKAWINI MALL SHOPPING CENTRE, ESIKAWINI TOWNSHIP",KWA-ZULU NATAL,"(035 ), 796-8200","(035 ), 796-3834"
506545,ABSAZAJJ,ABSA,ESSELEN STREET SUNNYSIDE,"291 ESSELEN STREET, ,",,"(021), 422-3300","(021), 422-3328"
334325,ABSAZAJJ,ABSA,"ESTCOURT,NTL","H/V ALBERT EN HARDINGSTRAAT, ,",,"(036 ), 352-3187","(036 ), 352-5995"
334744,ABSAZAJJ,ABSA,EVANDER,"LAEVELDPLEIN, SECUNDA,",,"(0136X SECUNDA), 47782/3/4/5/6","(0136X SECUNDA), 312908"
510544,ABSAZAJJ,ABSA,EVANDER TVL,"COMMERCIAL CENTRE MCGILL DRIVE EVANDER 2280, PRIVATE BAG 1012 SECUNDA,",,"(017), 632-2195/8","(017), 632-4392"
630450,ABSAZAJJ,ABSA,EVATON PLAZA,"EVATON PLAZA SHOP 34, CNR GOLDEN HIGHWAY & EVATON ROADS, EVATON",GAUTENG,TBA,TBA
630859,ABSAZAJJ,ABSA,EXCECUTION ALBERTON,"50 VOORTREKKER ROAD, NEW REDRUTH, ALBERTON",GAUTENG,"(016), 724-5440","(016), TBA"
334333,ABSAZAJJ,ABSA,"EXCELSIOR,O.V.S.","COMMISSIESTRAAT 39, ,",,"(051), 444-2847","(051), 444-0972"
